News Channel,Compound,Negative,Neutral,Positive,Tweet Ago,Tweet Date,Tweet Text
nytimes,0.4404,0.0,0.813,0.187,89,10/05/2018,"In Opinion

""A growing body of literature suggesting that the immune system is involved in psychiatric disorders fr… https://t.co/fz7xFXzUbs"
nytimes,0.0,0.0,1.0,0.0,90,10/05/2018,Her home in Vienna was confiscated by the Nazis in 1940. She later secretly moved back in and spied on the SS offic… https://t.co/yToDt22OEn
nytimes,-0.5009,0.146,0.854,0.0,91,10/05/2018,"In this Ukrainian town, almost everyone speaks Hungarian. It offers another example of why it so difficult for Ukra… https://t.co/nGoyGSsKEA"
nytimes,0.7351,0.0,0.721,0.279,92,10/05/2018,"This Greek-style broiled shrimp dish is ready in just 10 minutes, making it the perfect weeknight recipe https://t.co/GHT4G0EoyQ"
nytimes,0.7096,0.0,0.688,0.312,93,10/05/2018,"The best TV shows and movies new to Netflix, Amazon and more in October https://t.co/XJclRYR6Zy"
nytimes,-0.6369,0.243,0.66,0.097,94,10/05/2018,RT @nytopinion: A vote for Brett Kavanaugh delivered a message to women who’ve suffered sexual assault: If the powerful can find a way to n…
nytimes,0.891,0.0,0.616,0.384,95,10/05/2018,"The first time our correspondent met the Nobel Peace Prize winner Dr. Denis Mukwege, the doctor was performing arou… https://t.co/iCJ3HXIl9N"
nytimes,0.0,0.0,1.0,0.0,96,10/05/2018,"RT @marclacey: ""I flail, I gasp, and I make barbaric yawps—even though the pool I’m using is only four feet deep, even though I have a kick…"
nytimes,0.4404,0.0,0.861,0.139,97,10/05/2018,"When Donald Trump was 3 years old, his father effectively made him a landlord. Here’s how Fred Trump’s maneuver cre… https://t.co/BWzvJNdjD7"
nytimes,0.4019,0.0,0.876,0.124,98,10/05/2018,Ford is in talks with Volkswagen about a broad partnership that could help turn around its ailing operations in Eur… https://t.co/b03SFMpgSC
nytimes,0.0,0.0,1.0,0.0,99,10/05/2018,"Red Sox 5, Yankees 4 | Boston leads series, 1-0: Red Sox Hang On to Beat Yankees in Game 1 https://t.co/pRLiKEgjol"
nytimes,-0.9081,0.388,0.612,0.0,100,10/05/2018,After the Chicago police officer Jason Van Dyke was found guilty of second-degree murder in the death of Laquan McD… https://t.co/vVuZgucG6K
